 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 28, 2024 
 ==================================================================

 Disk File Name = range/ni/237U_in_ni.txt

 Ion = Uranium      [92] , Mass = 237.0487 amu

 Density =  8.8955E+00 g/cm3 = 9.1274E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ni     28    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Uranium      [92] , Mass = 237.0487 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
999.999 eV    9.431E-02  1.370E+00      15 A         6 A         4 A   
   1.10 keV   9.891E-02  1.446E+00      16 A         6 A         5 A   
   1.20 keV   1.033E-01  1.519E+00      16 A         6 A         5 A   
   1.30 keV   1.075E-01  1.588E+00      17 A         7 A         5 A   
   1.40 keV   1.116E-01  1.655E+00      17 A         7 A         5 A   
   1.50 keV   1.155E-01  1.719E+00      18 A         7 A         5 A   
   1.60 keV   1.193E-01  1.781E+00      18 A         7 A         5 A   
   1.70 keV   1.230E-01  1.840E+00      19 A         7 A         5 A   
   1.80 keV   1.265E-01  1.898E+00      19 A         7 A         5 A   
   2.00 keV   1.334E-01  2.009E+00      20 A         8 A         6 A   
   2.25 keV   1.415E-01  2.139E+00      21 A         8 A         6 A   
   2.50 keV   1.491E-01  2.262E+00      22 A         8 A         6 A   
   2.75 keV   1.564E-01  2.377E+00      23 A         9 A         6 A   
   3.00 keV   1.633E-01  2.487E+00      24 A         9 A         7 A   
   3.25 keV   1.700E-01  2.591E+00      24 A         9 A         7 A   
   3.50 keV   1.764E-01  2.690E+00      25 A        10 A         7 A   
   3.75 keV   1.826E-01  2.786E+00      26 A        10 A         7 A   
   4.00 keV   1.886E-01  2.878E+00      27 A        10 A         7 A   
   4.50 keV   2.001E-01  3.051E+00      28 A        11 A         8 A   
