 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 27, 2024 
 ==================================================================

 Disk File Name = range/al/191Pb_in_al.txt

 Ion = Lead         [82] , Mass = 190.9782 amu

 Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Lead         [82] , Mass = 190.9782 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
999.999 eV    2.235E-01  1.945E+00      36 A        10 A         7 A   
   1.10 keV   2.344E-01  2.048E+00      38 A        11 A         8 A   
   1.20 keV   2.449E-01  2.146E+00      39 A        11 A         8 A   
   1.30 keV   2.549E-01  2.240E+00      40 A        11 A         8 A   
   1.40 keV   2.645E-01  2.330E+00      42 A        12 A         8 A   
   1.50 keV   2.738E-01  2.416E+00      43 A        12 A         9 A   
   1.60 keV   2.827E-01  2.499E+00      44 A        12 A         9 A   
   1.70 keV   2.914E-01  2.579E+00      45 A        13 A         9 A   
   1.80 keV   2.999E-01  2.657E+00      46 A        13 A         9 A   
   2.00 keV   3.161E-01  2.804E+00      48 A        14 A        10 A   
   2.25 keV   3.353E-01  2.977E+00      51 A        14 A        10 A   
   2.50 keV   3.534E-01  3.138E+00      53 A        15 A        11 A   
   2.75 keV   3.707E-01  3.290E+00      55 A        15 A        11 A   
   3.00 keV   3.871E-01  3.433E+00      58 A        16 A        11 A   
   3.25 keV   4.030E-01  3.569E+00      60 A        17 A        12 A   
   3.50 keV   4.182E-01  3.699E+00      62 A        17 A        12 A   
   3.75 keV   4.328E-01  3.822E+00      64 A        18 A        13 A   
   4.00 keV   4.470E-01  3.940E+00      65 A        18 A        13 A   
   4.50 keV   4.742E-01  4.163E+00      69 A        19 A        14 A   
