 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> May 27, 2024 
 ==================================================================

 Disk File Name = range/al/228U_in_al.txt

 Ion = Uranium      [92] , Mass = 228.0314 amu

 Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Uranium      [92] , Mass = 228.0314 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
999.999 eV    2.441E-01  1.869E+00      39 A        10 A         7 A   
   1.10 keV   2.560E-01  1.971E+00      40 A        10 A         7 A   
   1.20 keV   2.674E-01  2.068E+00      42 A        11 A         8 A   
   1.30 keV   2.783E-01  2.160E+00      43 A        11 A         8 A   
   1.40 keV   2.888E-01  2.249E+00      44 A        11 A         8 A   
   1.50 keV   2.989E-01  2.335E+00      45 A        12 A         8 A   
   1.60 keV   3.087E-01  2.417E+00      47 A        12 A         9 A   
   1.70 keV   3.182E-01  2.497E+00      48 A        12 A         9 A   
   1.80 keV   3.275E-01  2.574E+00      49 A        13 A         9 A   
   2.00 keV   3.452E-01  2.722E+00      51 A        13 A         9 A   
   2.25 keV   3.661E-01  2.894E+00      54 A        14 A        10 A   
   2.50 keV   3.859E-01  3.056E+00      56 A        14 A        10 A   
   2.75 keV   4.048E-01  3.209E+00      59 A        15 A        11 A   
   3.00 keV   4.228E-01  3.354E+00      61 A        16 A        11 A   
   3.25 keV   4.400E-01  3.491E+00      63 A        16 A        11 A   
   3.50 keV   4.566E-01  3.622E+00      65 A        17 A        12 A   
   3.75 keV   4.727E-01  3.747E+00      67 A        17 A        12 A   
   4.00 keV   4.882E-01  3.868E+00      69 A        18 A        12 A   
   4.50 keV   5.178E-01  4.094E+00      73 A        18 A        13 A   
