 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 25, 2024 
 ==================================================================

 Disk File Name = range/kapton/110Cd_in_kapton.txt

 Ion = Cadmium      [48] , Mass = 109.903 amu

 Density =  1.4200E+00 g/cm3 = 8.7228E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    025.64    002.64   
      C      6    056.41    069.11   
      N      7    005.13    007.33   
      O      8    012.82    020.92   
 ====================================
 Bragg Correction = -2.25%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Cadmium      [48] , Mass = 109.903 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
999.999 eV    1.382E-01  2.649E+00      51 A        13 A         9 A   
   1.10 keV   1.449E-01  2.773E+00      53 A        14 A        10 A   
   1.20 keV   1.513E-01  2.890E+00      55 A        14 A        10 A   
   1.30 keV   1.575E-01  3.000E+00      57 A        14 A        10 A   
   1.40 keV   1.635E-01  3.105E+00      59 A        15 A        11 A   
   1.50 keV   1.692E-01  3.205E+00      61 A        15 A        11 A   
   1.60 keV   1.748E-01  3.300E+00      63 A        16 A        11 A   
   1.70 keV   1.801E-01  3.391E+00      65 A        16 A        12 A   
   1.80 keV   1.854E-01  3.479E+00      66 A        17 A        12 A   
   2.00 keV   1.954E-01  3.644E+00      70 A        17 A        12 A   
   2.25 keV   2.072E-01  3.834E+00      74 A        18 A        13 A   
   2.50 keV   2.184E-01  4.010E+00      78 A        19 A        14 A   
   2.75 keV   2.291E-01  4.172E+00      81 A        20 A        14 A   
   3.00 keV   2.393E-01  4.324E+00      85 A        21 A        15 A   
   3.25 keV   2.491E-01  4.466E+00      88 A        21 A        15 A   
   3.50 keV   2.585E-01  4.599E+00      92 A        22 A        16 A   
   3.75 keV   2.675E-01  4.726E+00      95 A        23 A        17 A   
