 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2012.01
              Calc. date   ---> June 25, 2024 
 ==================================================================

 Disk File Name = range/kapton/98Kr_in_kapton.txt

 Ion = Krypton      [36] , Mass = 97.95264 amu

 Density =  1.4200E+00 g/cm3 = 8.7228E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    025.64    002.64   
      C      6    056.41    069.11   
      N      7    005.13    007.33   
      O      8    012.82    020.92   
 ====================================
 Bragg Correction = -2.25%
 Stopping Units =  MeV/(mg/cm2) 
 See bottom of Table for other Stopping units 

 Ion = Krypton      [36] , Mass = 97.95264 amu

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
999.999 eV    1.982E-01  2.501E+00      50 A        13 A         9 A   
   1.10 keV   2.079E-01  2.611E+00      52 A        14 A        10 A   
   1.20 keV   2.171E-01  2.714E+00      54 A        14 A        10 A   
   1.30 keV   2.260E-01  2.812E+00      57 A        15 A        10 A   
   1.40 keV   2.345E-01  2.904E+00      59 A        15 A        11 A   
   1.50 keV   2.427E-01  2.991E+00      61 A        15 A        11 A   
   1.60 keV   2.507E-01  3.074E+00      62 A        16 A        11 A   
   1.70 keV   2.584E-01  3.153E+00      64 A        16 A        12 A   
   1.80 keV   2.659E-01  3.229E+00      66 A        17 A        12 A   
   2.00 keV   2.803E-01  3.371E+00      70 A        18 A        13 A   
   2.25 keV   2.973E-01  3.534E+00      74 A        18 A        13 A   
   2.50 keV   3.134E-01  3.683E+00      78 A        19 A        14 A   
   2.75 keV   3.287E-01  3.820E+00      82 A        20 A        15 A   
   3.00 keV   3.433E-01  3.947E+00      86 A        21 A        15 A   
   3.25 keV   3.573E-01  4.065E+00      89 A        22 A        16 A   
   3.50 keV   3.708E-01  4.176E+00      93 A        22 A        17 A   
   3.75 keV   3.838E-01  4.280E+00      96 A        23 A        17 A   
